,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
23,10024,1.75E-07,2.01E-06,-4.37E-07,164.33,252.67,113,84.88,378.33,620.33,14.5,44,147.5,200.5,148.5,113,361.08,457.17,68,72,523,569,54,44,4355418.12,4006237.15,45714567,43206899,4355196.255,3778552.27,4,0.058823529,46,0.087954111,-10,-0.185185185,0.537576827,-0.248849558,0.639653213,2.034482759,0.359322034,-0.239057239,1.509543583,-0.480511269,4.135267682,0.504092548,0.905657798,-0.606619846,3.86146368,-1.229164124,10.57815498,1.289485834,2.316703363,-1.551754139,425.11,-2507668,-0.0548549,-576643.985,-0.132403674,-349180.9708,-0.08017163,58521,22877335.46,-0.015263184,-0.109613639,-0.025205907,-5.966763569,-42.85073734,-9.853624937,4264646.449,3889689.15,3895156.586,8101,116548,-374957.2993,-0.087922247,-6.407226453,-0.016389903,-5467.436073,108447,13.38686582,1.853129646,0.004740368,-19.83507416,13.38826947,1.75E-07,2.01E-06,-4.37E-07,6.84E-05,0.000786043,-0.000170879,3353.75,4086.333333,-0.00140365,7.196918101,8.768991825,0.4971537,1.218437073,91,752,12175,1.53E-05,3.98E-06,0.001554997,0.007474333,3.29E-05,0.012850088,0.061765914,2.66772033
24,10025,-2.55E-06,1.42E-05,-1.12E-06,205.33,282.67,205,183.12,831.67,1254.67,17,64,210,380,153.5,143.5,352.92,544.08,170,120,985,1263,146,124,3831399.844,2576355.789,38821793,36012268,3790620.427,2178317.386,-50,-0.294117647,278,0.282233503,-22,-0.150684932,0.376661959,-0.106731707,0.508615196,2.764705882,0.80952381,-0.06514658,0.805172091,-0.227788536,4.403772878,0.489308098,1.7698378,-0.104108106,3.939678435,-1.114561212,21.54750424,2.394167138,8.659753477,-0.509397263,412.61,-2809525,-0.07236979,-1612303.04,-0.425340145,-1255044.055,-0.327568019,96054,19631043.82,-0.063931601,-0.143116435,-0.082130276,-13.06602594,-29.24943261,-16.78538156,3925325.361,2290941.789,3642848.832,82155,285414,-1634383.572,-0.416368943,-17.01525779,-0.083255052,-1351907.043,203259,2.474091656,2.116090949,0.010353958,-0.150349834,2.84520424,-2.55E-06,1.42E-05,-1.12E-06,-0.000520541,0.002894205,-0.000229038,3223.083333,3553.75,-0.371112584,4.770022138,5.259394319,0.553706505,1.102593272,82,400,12628,9.35E-06,4.18E-06,0.000853686,0.006493506,2.04E-05,0.004164324,0.031675641,1.709136078
25,10026,9.01E-06,1.12E-05,-1.35E-06,48.67,70,115.12,102,804.33,1157,9.5,31.5,102.5,216.5,50,54,117.25,654.92,395,495,433,557,143,128,436027.4849,1613143.238,19374745,19806236,406303.296,322208.4067,100,0.253164557,124,0.286374134,-15,-0.104895105,0.438257654,-0.113968033,0.438464312,2.315789474,1.112195122,0.08,0.621630286,-0.38236237,10.27802874,0.641156413,3.322355958,0.116573893,1.922889431,-1.182761807,31.79303403,1.983289615,10.27704619,0.360598112,549.78,431491,0.022270796,-84094.88932,-0.206975651,1177115.753,2.699636591,34313,11092681.49,0.106116429,0.03889871,-0.007581115,34.30524154,12.57514645,-2.450817163,740210.3824,777324.2378,829710.0688,213706,835819,37113.85542,0.050139604,1.081626655,0.003345797,-52385.83096,622113,2.911069413,18.13053362,0.056083193,-11.87559668,2.974206927,9.01E-06,1.12E-05,-1.35E-06,0.002914347,0.003613791,-0.000437152,2763.25,3342.25,-0.063137514,18.8496025,22.79927041,0.428298279,1.209535873,146,349,3377,5.05E-05,1.32E-05,0.004254947,0.043233639,3.15E-05,0.010171072,0.103346165,1.429029611
26,10027,-1.10E-05,2.15E-06,5.67E-07,170.67,194.67,220.38,172,877.67,1395,32,79,168,198,87,84.5,471.58,449.83,565,294,1192,1245,207,221,985161.5826,1670739.619,35747384,33751265,886022.4768,522428.3741,-271,-0.479646018,53,0.044463087,14,0.06763285,0.140622253,-0.219529903,0.589435665,1.46875,0.178571429,-0.028735632,0.409283924,-0.825048176,8.82228551,0.801514351,0.511604905,-0.042633742,0.971845691,-1.959078939,20.9485388,1.903197811,1.214807114,-0.101233926,523.74,-1996119,-0.055839583,-363594.1027,-0.410366681,685578.0362,0.695904153,58639,24695278.5,0.027761503,-0.080829985,-0.014723223,11.69150286,-34.04080902,-6.200550873,1578307.589,1100320.619,1605331.147,63717,570419,-477986.97,-0.302847793,-8.151349273,-0.019355399,-505010.5282,506702,7.952383194,8.641040945,0.020518173,-1.003349379,8.266966593,-1.10E-05,2.15E-06,5.67E-07,-0.004621498,0.000903835,0.000238749,2587.583333,3226,-0.314583399,15.47700734,19.29554308,0.585760518,1.246723133,416,735,8766,3.12E-05,1.68E-05,0.007094255,0.04745608,2.98E-05,0.01253432,0.08384668,2.569648224
27,10028,-5.08E-07,2.44E-06,-4.06E-07,151,138.67,70.62,63.12,200.67,427.33,24,31.5,49.5,130,154,115.5,283.25,503.75,12,7,440,464,24,20,4626343.881,2974166.628,41147288,28591286,4626335.497,2952813.911,-5,-0.416666667,24,0.054545455,-4,-0.166666667,-0.081655629,-0.106202209,1.129516121,0.3125,1.626262626,-0.25,-0.259415106,-0.157795077,4.768777614,0.157795077,1.693667158,-0.810014728,-1.252788231,-0.762036637,23.02976322,0.762036637,8.179193236,-3.91178807,357.83,-12556002,-0.305147741,-1673521.586,-0.361738051,-1652177.253,-0.357123745,47530,9842046.48,-0.16786928,-1.275751138,-0.170037968,-34.76072487,-264.17004,-35.20979561,4487482.914,2966933.628,4135073.818,1059,7233,-1520549.286,-0.338842357,-31.99135884,-0.154495235,-1168140.19,6174,5.830028329,0.129896907,0.000627309,-0.005285325,6.112523936,-5.08E-07,2.44E-06,-4.06E-07,-0.000105197,0.000504944,-8.42E-05,3105.333333,3418.166667,-0.282495607,7.664045337,8.436126332,0.422566372,1.100740661,138,389,9262,2.05E-05,1.40E-05,0.002903429,0.01489959,3.95E-05,0.008184305,0.041999568,2.25330503
28,10029,4.79E-06,5.97E-06,-5.23E-06,136,168.33,148.25,164.12,905.33,1633.67,49.5,111,118,170.5,86.5,83,165.92,668.42,562,672,714,851,264,144,1421681.911,1879253.342,23528436,22100519,1342461.049,843316.3129,110,0.195729537,137,0.191876751,-120,-0.454545455,0.237720588,0.107048904,0.804502226,1.242424242,0.444915254,-0.040462428,0.417145143,0.204766267,9.397571707,0.79351767,0.677393133,-0.045159542,1.407890372,0.691098676,31.71737933,2.678170674,2.286243258,-0.152416217,556.24,-1427917,-0.060688989,-499144.7361,-0.371813198,457571.4314,0.321852186,77503,22963435.68,0.019926088,-0.062182202,-0.021736501,5.903918963,-18.4240223,-6.440327937,1871074.236,1652703.342,1966621.198,43513,226550,-218370.8936,-0.116708835,-2.817579882,-0.009509504,-313917.8558,183037,4.206490014,2.361676322,0.007970802,-0.583072917,4.366112954,4.79E-06,5.97E-06,-5.23E-06,0.0014193,0.001767674,-0.001548327,2667.333333,3016.333333,-0.159622939,10.54966479,11.93000709,0.582978723,1.130842289,319,232,6354,2.33E-05,1.39E-05,0.00411597,0.050204596,1.01E-05,0.002993433,0.036512433,1.823810533
29,10030,-4.90E-06,7.48E-06,-4.77E-06,40.67,61,156.5,119,710.67,880.33,24.5,37.5,86,133,23,29,511.5,728.83,157,119,226,284,103,66,68244.92327,400387.4238,15828431,16044923,56298.3624,55073.17235,-38,-0.242038217,58,0.256637168,-37,-0.359223301,0.499877059,-0.239616613,0.238732464,0.530612245,0.546511628,0.260869565,0.760853293,-1.403443114,6.349550898,0.486526946,1.758982036,0.224550898,2.620635113,-4.833930975,21.86999278,1.675762738,6.058526822,0.773428956,542.04,216492,0.013677414,-1225.190047,-0.021762446,332142.5005,4.866918806,26720,7757661.455,0.042814771,0.027906864,-0.000157933,12.4304828,8.102245509,-0.045852921,263381.5588,172449.4238,334024.011,22668,227938,-90932.13499,-0.345248678,-3.403148765,-0.011721591,-161574.5872,205270,9.055496735,7.682260479,0.026460294,-1.270434934,9.53921821,-4.90E-06,7.48E-06,-4.77E-06,-0.001422156,0.002170659,-0.001384731,2178.666667,2913.416667,-0.483721475,34.49772689,46.13200083,0.53271028,1.337247552,74,345,2323,7.05E-05,9.54E-06,0.002769461,0.031855359,4.45E-05,0.012911677,0.148514851,2.969228305
30,10031,-3.25E-05,2.37E-06,-3.61E-06,108.67,119,357.62,268.38,1334.67,2678.67,17.5,58.5,149.5,223,28.5,43.5,535.58,710.08,670,120,447,487,200,139,267686.5804,311531.9506,31191738,31003990,235864.3425,147876.2987,-550,-0.820895522,40,0.089485459,-61,-0.305,0.095058434,-0.249538616,1.006990492,2.342857143,0.491638796,0.526315789,0.181196281,-1.565339414,23.57481144,0.719172075,1.2892475,0.263111735,0.611164766,-5.279800943,79.51650008,2.425726565,4.348558598,0.887460938,575.93,-187748,-0.006019158,-87988.04376,-0.373045128,43845.37014,0.16379368,57010,16902152.37,0.00259407,-0.011107934,-0.00520573,0.769082093,-3.293246799,-1.543379122,531303.0262,308483.9506,537926.4847,398,3048,-222819.0756,-0.419382282,-3.908420902,-0.013182882,-229442.5342,2650,6.658291457,0.046483073,0.000156785,-0.011549733,7.084822853,-3.25E-05,2.37E-06,-3.61E-06,-0.00964743,0.000701631,-0.001069988,2315.666667,2988.583333,-0.426531395,20.97255141,27.06702934,0.940229885,1.290593062,103,327,4689,2.50E-05,6.09E-06,0.001806701,0.021966304,1.93E-05,0.005735836,0.069737684,2.591840999
31,10032,-7.34E-07,3.93E-06,-3.20E-06,105.67,117.33,335.38,244,1336,2022.33,42,53,112,164.5,35.5,40.5,472.25,829,266,249,463,554,162,88,178326.2314,375521.4479,32955080,33374692,140596.1763,103015.6943,-17,-0.063909774,91,0.196544276,-74,-0.456790123,0.110343522,-0.272467052,0.51372006,0.261904762,0.46875,0.14084507,0.202409471,-1.586293094,11.91421033,0.190952331,0.9113634,0.086796514,0.503463664,-3.945669778,29.63483846,0.474965721,2.266881849,0.215893509,611.83,419612,0.012732847,-37580.482,-0.26729377,197195.2165,1.105811607,57606,23159566.09,0.008514633,0.018118301,-0.001622676,3.423171484,7.284171788,-0.652370968,421220.7033,312869.4479,421039.2218,9354,62652,-108351.2554,-0.257231552,-1.880902256,-0.004678467,-108169.7739,53298,5.697883258,0.925216123,0.002301338,-0.492725445,5.954794654,-7.34E-07,3.93E-06,-3.20E-06,-0.000295108,0.001579697,-0.001284588,2109.25,2792.166667,-0.256911395,12.61938373,16.70519029,0.975609756,1.323772273,170,170,5462,1.62E-05,7.34E-06,0.002951081,0.03112413,7.34E-06,0.002951081,0.03112413,2.198731533
32,10033,-6.19E-07,6.25E-06,-1.55E-06,99.33,133.67,254.25,197.12,893.33,1903,22,91.5,108.5,147.5,24,41,326.08,869,125,115,381,482,111,86,68868.24688,334729.595,18652833,18963703,48776.50882,38003.70958,-10,-0.08,101,0.265091864,-25,-0.225225225,0.345716299,-0.224700098,1.130231829,3.159090909,0.359447005,0.708333333,0.632598924,-1.052427971,18.59977157,1.280303589,0.71844374,0.313167784,2.125518993,-3.536135704,62.49483873,4.301792954,2.413955758,1.052237125,528.76,310870,0.016666101,-10772.79924,-0.2208604,265861.3481,3.860434382,54284,16156054.17,0.016455834,0.019241703,-0.000666796,4.897600547,5.726733476,-0.198452569,216442.9233,125811.595,194083.3997,22111,208918,-90631.3283,-0.418730846,-1.669577192,-0.005609744,-68271.80471,186807,8.448600244,3.441290251,0.011562662,-2.736224724,8.800365541,-6.19E-07,6.25E-06,-1.55E-06,-0.000184216,0.001860585,-0.000460541,2051.083333,2633.166667,-0.351765297,8.76852853,11.25697658,0.772300469,1.283793117,53,107,3506,1.32E-05,3.28E-06,0.000976347,0.015116942,6.62E-06,0.001971115,0.03051911,2.67936906
33,10034,2.04E-07,-1.14E-06,-4.90E-07,146.67,146.33,187.88,172.5,924.33,1913.33,52,66,103,161,16,35.5,598.75,714.75,81,86,349,321,94,82,24687.17186,849379.2101,10808336,11044119,14659.36166,12467.64462,5,0.061728395,-28,-0.080229226,-12,-0.127659574,-0.002318129,-0.081860762,1.06996419,0.269230769,0.563106796,1.21875,-0.008684768,-0.392858055,25.26245881,0.357608113,1.481519324,0.498097014,-0.013875347,-0.627655391,40.36093511,0.571337807,2.366970917,0.795791946,610.7,235783,0.021814921,-2191.717044,-0.149509719,824692.0382,33.40569113,39149,24503892.12,0.033655553,0.009622267,-8.94E-05,21.0654688,6.022708115,-0.055983985,106499.1829,50737.21008,99054.22177,227056,798642,-55761.97286,-0.523590617,-1.424352419,-0.002275637,-48317.01169,571586,2.517378973,14.60027076,0.023326335,-11.82991207,3.005162439,2.04E-07,-1.14E-06,-4.90E-07,0.000127717,-0.000715216,-0.000306521,2168.490683,2571.45911,-0.487783467,5.787289427,6.862735558,0.677710843,1.185828987,43,56,2342,1.04E-05,1.75E-06,0.001098368,0.018360376,2.29E-06,0.001430432,0.023911187,1.926723929
34,10035,6.34E-06,-5.96E-06,-3.30E-06,86.67,98.33,123,127.75,440,837,26.5,74,83,120,42.5,59,354,662.08,599,697,847,755,179,128,456281.9417,805088.5818,9462037,7790465,396925.148,258110.5921,98,0.16360601,-92,-0.108618654,-51,-0.284916201,0.134533287,0.038617886,0.902272727,1.79245283,0.445783133,0.388235294,0.334250659,0.136165577,11.38057562,1.361655773,1.060658181,0.472996216,0.299430962,0.121980881,10.19503361,1.219808808,0.950166861,0.423723059,521.26,-1671572,-0.176660903,-138814.556,-0.34972477,348806.64,0.764454185,34884,15445657.33,0.022582829,-0.108222782,-0.008987287,9.999043689,-47.91801399,-3.97931877,927370.8939,686366.5818,1037449.681,29827,118722,-241004.3121,-0.259879099,-6.908735011,-0.01560337,-351083.0995,88895,2.980353371,2.548302947,0.005755339,-0.253202162,3.318763133,6.34E-06,-5.96E-06,-3.30E-06,0.002809311,-0.002637312,-0.001461988,2408.083333,2936.5,-0.338409762,29.61219354,36.1101317,0.645945946,1.219434543,306,359,3691,5.64E-05,1.98E-05,0.00877193,0.082904362,2.32E-05,0.010291251,0.097263614,1.794479492
36,10036,6.93E-06,3.60E-06,1.67E-06,204,179.67,67.5,63.25,358.33,672.33,46,67,58,60.5,426,274.5,487.08,487.25,462,541,1174,1215,65,84,7995691.309,5547984.111,234526970,223102727,7995665.511,4899996.774,79,0.170995671,41,0.034923339,19,0.292307692,-0.119264706,-0.062962963,0.876287221,0.456521739,0.043103448,-0.355633803,-1.033428195,-0.180520749,13.33729771,0.891984879,0.106188676,-6.435033768,-2.135126288,-0.372966984,27.55567835,1.842895686,0.219392344,-13.29517602,460.39,-11424243,-0.048711852,-3095668.737,-0.387168364,-2447707.199,-0.306128276,23543,11395110.51,-0.214803287,-1.002556578,-0.271666408,-103.9675147,-485.2500956,-131.4899858,7629125.429,4900609.111,6649836.021,50388,647375,-2728516.319,-0.357644706,-115.8950142,-0.239446236,-1749226.91,596987,11.84780106,25.35730366,0.052389751,-0.341286197,12.11084919,6.93E-06,3.60E-06,1.67E-06,0.003355562,0.001741494,0.000807034,3402.333333,3739.416667,-0.263048127,4.516614025,4.964093787,0.293019481,1.099074165,368,423,15202,1.90E-05,3.23E-05,0.015630973,0.024207341,3.71E-05,0.017967124,0.027825286,2.858405363
37,10037,4.17E-07,-2.64E-06,-3.89E-06,24.33,44.67,66.5,54.88,277,377.67,16,26.5,27.5,45,19.5,28.5,775.25,487.42,242,245,148,129,74,46,48282.72036,1447122.077,,,42427.1448,77548.99727,3,0.012396694,-19,-0.128378378,-28,-0.378378378,0.836004932,-0.174736842,0.363429603,0.65625,0.636363636,0.461538462,1.201346642,-0.686315043,5.945898057,0.620164196,1.033606993,0.531569311,2.829330072,-1.616362608,14.00337553,1.460568621,2.434281036,1.251915961,656.5,,,35121.85247,0.827815603,1398839.357,28.97184223,16931,7188980.953,0.194581035,,0.004885512,82.62000806,,2.07441099,141265.5216,224379.0769,164792.2022,352655,1222743,83113.55533,0.588349899,4.908957258,0.011561243,59586.87467,870088,2.467249862,51.39023094,0.121030784,14.60200765,2.105661911,4.17E-07,-2.64E-06,-3.89E-06,0.00017719,-0.001122202,-0.001653771,2168.490683,2571.45911,0.361587951,39.08725721,46.35080261,0.6875,1.185828987,114,61,1148,7.54E-05,1.59E-05,0.006733211,0.099303136,8.49E-06,0.003602859,0.053135889,0.934710103
38,10038,4.41E-06,3.70E-06,-2.85E-07,163,107.67,32.38,31.38,211.67,219,49,70,29.5,43,69.5,52.5,353.08,597.25,30,61,234,260,31,29,936209.3712,2269200.336,77416069,118490216,936205.5015,716684.5586,31,1.033333333,26,0.111111111,-2,-0.064516129,-0.339447853,-0.030883261,0.034629376,0.428571429,0.457627119,-0.244604317,-2.892769384,-0.052282114,0.383227898,1.0979244,0.705808543,-0.888795943,-7.878668064,-0.142394145,1.043749086,2.990277053,1.922320963,-2.420700472,484.61,41074147,0.530563584,-219520.9429,-0.234479441,1332990.964,1.423817156,19127,7022760.643,0.189810109,5.848718059,-0.031258497,69.69158595,2147.443248,-11.47701903,938657.9348,716776.3356,802703.355,409558,1552424,-221881.5992,-0.236381744,-11.60043913,-0.031594641,-85927.0194,1142866,2.790486329,59.75145083,0.162737427,-13.30042643,2.897533371,4.41E-06,3.70E-06,-2.85E-07,0.001620746,0.001359335,-0.000104564,3427.166667,3789,-0.107047042,15.52849914,17.16796671,0.51048951,1.10557798,238,263,6215,3.76E-05,3.39E-05,0.012443143,0.038294449,3.74E-05,0.013750196,0.042316975,1.445715708
39,10039,-1.31E-06,6.06E-06,-1.90E-06,23.67,37.33,86.88,92,510.67,875.33,16,23,28,76.5,21,22.5,670.58,503.5,172,161,232,283,89,73,20081.49641,271543.5214,2489772,2470569,15036.63331,59951.84283,-11,-0.063953488,51,0.219827586,-16,-0.179775281,0.577101817,0.05893186,0.714081501,0.4375,1.732142857,0.071428571,0.563670876,0.211273418,15.04745399,0.288850376,2.001320459,0.061896509,1.622515115,0.608146222,43.31378931,0.831449913,5.76076011,0.178167838,400.04,-19203,-0.007712754,44915.20951,2.987052259,251462.025,12.52207604,24234,8419027.885,0.029868297,-0.002280905,0.005334964,10.37641434,-0.792399109,1.853396448,97698.01764,185553.5214,113377.9108,8128,85990,87855.50379,0.899255747,3.625299323,0.01043535,72175.61063,77862,9.579478346,3.212923991,0.009248336,1.07878547,8.942885115,-1.31E-06,6.06E-06,-1.90E-06,-0.000453908,0.002104481,-0.000660229,2075.5,2837.25,0.636593232,24.6140926,33.64795674,0.561702128,1.367019995,80,68,1164,5.57E-05,9.50E-06,0.003301147,0.068728522,8.08E-06,0.002805975,0.058419244,1.866299336
40,10040,6.73E-07,-2.45E-07,-5.51E-07,99.33,108.67,215.12,129.38,976,2293.67,57,49.5,67.5,107.5,15.5,29,533.5,670.08,36,47,236,232,67,58,20807.96126,949980.737,6155429,6503592,11812.72914,13516.21503,11,0.305555556,-4,-0.016949153,-9,-0.134328358,0.094030001,-0.398568241,1.350071721,-0.131578947,0.592592593,0.870967742,0.22762167,-2.089537689,32.11244608,-0.182779714,0.974825141,0.329003485,0.571577444,-5.2470075,80.63709322,-0.458975464,2.447869139,0.826155834,620.17,348163,0.056561939,1703.485884,0.144207648,929172.7757,44.65467637,41033,16340742.8,0.056862334,0.021306437,0.000104248,22.64452455,8.484951137,0.041515022,90510.92536,48368.737,78315.13978,73445,901612,-42142.18836,-0.465603331,-1.027031617,-0.002578964,-29946.40278,828167,11.27601607,20.18295031,0.050681111,-27.65497432,11.65839938,6.73E-07,-2.45E-07,-5.51E-07,0.000268077,-9.75E-05,-0.000219336,2168.490683,2571.45911,-0.382383315,5.860431155,6.949469139,0.823529412,1.185828987,16,43,2051,8.08E-06,9.79E-07,0.00038993,0.007801073,2.63E-06,0.001047937,0.020965383,2.989534711
41,10044,-3.18E-07,-4.76E-07,3.18E-07,1,6.33,4.12,3.88,1.67,12.33,0.5,0.5,0.5,7.5,9,7,540.08,578.33,3,1,10,7,3,5,16773.13183,1070934.402,3345432,3488443,16431.94894,5238.516551,-2,-0.666666667,-3,-0.3,2,0.666666667,5.33,-0.058252427,6.383233533,0,14,-0.222222222,0.457079153,-0.020581425,0.914158305,0,0.60029157,-0.171511877,0.84655402,-0.038118755,1.693108041,0,1.111797025,-0.317656293,516.93,143011,0.042748141,-11193.43239,-0.681199317,1054161.271,62.84820754,11661,6296113.269,0.167430481,0.022714172,-0.001777832,90.40058919,12.26404253,-0.959903301,19332.23567,6418.402431,17045.11272,225735,1064516,-12913.83324,-0.667994818,-1.107437891,-0.00205108,-10626.71029,838781,3.71577735,71.93045193,0.133222031,-78.93138863,4.339223522,-3.18E-07,-4.76E-07,3.18E-07,-0.000171512,-0.000257268,0.000171512,3070.416667,3334.583333,-0.623446173,29.23597424,31.75132337,0.513513514,1.086036097,78,3,567,8.43E-05,1.24E-05,0.006688963,0.137566138,4.76E-07,0.000257268,0.005291005,2.527608045
42,10065,-8.74E-07,3.76E-06,-8.74E-08,128,191.33,48.62,43.88,95.33,150,15.5,29.5,58.5,77,155.5,129.5,224.75,606.17,17,7,335,378,27,26,5678527.925,4430026.497,15075965,12839632,5678506.641,4164239.754,-10,-0.588235294,43,0.128358209,-1,-0.037037037,0.494765625,-0.097490745,0.57348159,0.903225806,0.316239316,-0.167202572,1.892764279,-0.141665919,1.633940046,0.418422547,0.552915509,-0.777070444,5.534591194,-0.414242259,4.777768839,1.223500343,1.61676831,-2.272214923,416.28,-2236333,-0.148337635,-1514266.887,-0.266666394,-1248501.428,-0.219863571,33459,11442579.55,-0.109110138,-0.195439585,-0.132336147,-37.31436767,-66.8380107,-45.25738626,5449758.182,4164635.497,4920053.706,35073,265391,-1285122.685,-0.235812791,-38.40887908,-0.112310575,-755418.2096,230318,6.56681778,6.88358887,0.020128154,-0.30488807,6.720356391,-8.74E-07,3.76E-06,-8.74E-08,-0.000298873,0.001285155,-2.99E-05,3531.166667,4199,-0.15353861,7.167812921,8.523428457,0.378896882,1.189125407,184,612,12439,2.11E-05,1.61E-05,0.005499268,0.014792186,5.35E-05,0.018291043,0.049200096,2.190463297
43,10069,4.22E-07,-2.11E-06,0,4,11,4.25,3.88,10.67,8.67,1,0.5,4,4,10.5,6,316.83,361.83,1,2,8,3,1,1,395834.1807,2713475.27,,,395811.6072,355638.7885,1,1,-5,-0.625,0,0,1.75,-0.087058824,-0.187441425,-0.5,0,-0.428571429,1.196581197,-0.063247863,-0.341880342,-0.085470085,0,-0.769230769,2.950640975,-0.155962452,-0.843040279,-0.21076007,0,-1.896840627,466.33,,,-40172.81864,-0.101494797,2317641.09,5.855080745,5850,2372365.889,0.976932395,,-0.016933652,396.177964,,-6.867148485,359236.773,355651.2702,288968.3794,776825,2357824,-3585.502799,-0.00998089,-0.612906461,-0.001511362,66682.89082,1580999,2.035206128,270.2562393,0.666422919,23.70921507,1.804444233,4.22E-07,-2.11E-06,0,0.00017094,-0.000854701,0,4336.083333,5825.333333,0.230761895,20.90842351,28.08952851,0.393939394,1.343455115,36,7,526,7.53E-05,1.52E-05,0.006153846,0.068441065,2.95E-06,0.001196581,0.013307985,0.902645935
44,10075,0,5.41E-06,1.04E-06,116.33,147.33,30.5,35,100.67,229.67,10,9,45.5,62,96,57.5,402.67,393.5,2,2,131,157,7,12,2402878.492,2617053.93,,,2402872.042,1507457.151,0,0,26,0.198473282,5,0.714285714,0.26648328,0.147540984,1.281414523,-0.1,0.362637363,-0.401041667,1.2300123,0.178550173,5.118438281,-0.039677816,0.654683966,-1.527595921,6.445369712,0.935618184,26.82105461,-0.207915152,3.430600008,-8.004733352,375.3,,,-895414.8912,-0.372643601,214175.4387,0.089132863,25203,4809654.276,0.044530319,,-0.186170323,8.498013675,,-35.52810742,2283088.446,1513037.93,2060384.096,290236,1104016,-770050.5161,-0.337284575,-30.55392279,-0.16010517,-547346.1656,813780,2.803856172,32.28901321,0.169197192,-1.486773912,3.069508662,0,5.41E-06,1.04E-06,0,0.001031623,0.000198389,3180.583333,3452.75,-0.26565249,7.126583823,7.736414901,0.346031746,1.085571305,55,195,5535,2.29E-05,1.14E-05,0.00218228,0.009936766,4.05E-05,0.007737174,0.035230352,1.64478825
45,10128,-1.54E-06,1.54E-06,9.99E-07,190.67,169.33,96.62,61.12,361.33,536.33,36,45.5,135,141.5,133.5,119,439.67,515.58,23,6,348,365,29,40,3853952.55,3963919.523,7820971,5604835,3853198.593,3471947.309,-17,-0.739130435,17,0.048850575,11,0.379310345,-0.11192112,-0.367418754,0.484321811,0.263888889,0.048148148,-0.108614232,-0.382794002,-0.636794145,3.139126067,0.170409701,0.116596111,-0.260099017,-1.937941984,-3.223849129,15.89221402,0.86272019,0.590282235,-1.316783447,429.85,-2216136,-0.283358166,-381251.2842,-0.098944104,109966.9737,0.028533557,55748,11011681.56,0.009986392,-0.201253186,-0.03462244,1.972572535,-39.75274449,-6.838833397,3735231.912,3489916.523,3442632.289,51852,474003,-245315.3883,-0.06567608,-4.400433886,-0.022277741,47284.23422,422151,8.14146031,7.572486905,0.038336652,8.927944102,8.127725403,-1.54E-06,1.54E-06,9.99E-07,-0.000304944,0.000304944,0.000197316,3075.916667,3345.25,0.013734907,8.552880035,9.301787089,0.516736402,1.087561973,145,397,9868,1.88E-05,1.32E-05,0.00260099,0.01469396,3.61E-05,0.007121332,0.04023105,2.199178706
